assists,bonus,clean_sheets,goals_conceded,goals_scored,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,total_points,yellow_cards,player_name_id_x,position,date,shots,xG,xA,key_passes,npg,npxG,xGChain,xGBuildup,team_name,conceded,h_a,xG_team,xGA,npxG_team,npxGA,scored,missed,pts,npxGD,conceded_team,rolling_team_pts,diff_team_xG,diff_team_xGA,diff_team_scored,diff_team_missed,diff_team_conceded,diff_team_pts,attack_overall,defence_overall,attack_difficulty,defence_difficulty,opposition_attack_difficulty,opposition_defence_difficulty
0.0,0.0,0.0,1.0,0.0,90.0,Southampton,0.0,0.0,0.0,0.0,33,0.0,2.0,0.0,Bukayo_Saka_22,mid,2022-04-16,4.0,0.519242525100708,0.1360189467668533,4.0,0.0,0.519242525100708,0.852387547492981,0.3235500752925873,Arsenal,1.0,a,1.35002,1.04007,1.35002,1.04007,0.0,1.0,0.0,0.3099499999999999,1.0,0.6,-0.3173259999999998,0.09819200000000006,-0.4,0.20000000000000018,0.20000000000000018,-0.6,0.08660500000000004,2.5238862,1,4,1.0,1.0
0.0,1.0,0.0,2.0,1.0,90.0,Chelsea,0.0,0.0,0.0,0.0,33,0.0,8.0,0.0,Bukayo_Saka_22,mid,2022-04-20,3.0,0.8771170377731323,0.0909268856048584,1.0,0.0,0.11594820022583,0.4364283084869385,0.22955322265625,Arsenal,2.0,a,1.87331,0.593801,1.11214,0.593801,4.0,2.0,3.0,0.5183389999999999,2.0,1.2,0.26780899999999996,-0.1366018,0.7999999999999999,0.0,0.0,0.6,1.154414,2.3872844000000004,4,4,5.0,3.0
1.0,3.0,0.0,1.0,1.0,73.0,Manchester United,0.0,0.0,0.0,0.0,34,0.0,13.0,0.0,Bukayo_Saka_22,mid,2022-04-23,5.0,0.9737244844436646,0.0204303562641143,1.0,0.0,0.2125556468963623,0.2190351486206054,0.1543376594781875,Arsenal,1.0,h,2.54173,2.04244,1.78057,1.28127,3.0,1.0,3.0,0.4993000000000001,1.0,1.2,0.27930200000000016,0.34661299999999984,0.40000000000000013,0.19999999999999996,0.19999999999999996,0.0,1.6337160000000004,2.9338974,3,2,1.0,1.0
1.0,0.0,0.0,1.0,0.0,86.0,West Ham,0.0,0.0,0.0,0.0,35,0.0,4.0,1.0,Bukayo_Saka_22,mid,2022-05-01,2.0,0.0871980488300323,0.1033628657460212,2.0,0.0,0.0871980488300323,0.1189000904560089,0.0,Arsenal,1.0,a,0.964564,0.451976,0.964564,0.451976,2.0,1.0,3.0,0.512588,1.0,1.8,-0.01748520000000009,-0.1890187999999997,0.3999999999999999,-0.40000000000000013,-0.40000000000000013,0.6000000000000001,2.4162308000000006,2.3448786000000004,4,3,2.0,2.0
0.0,0.0,0.0,1.0,0.0,67.0,Leeds,0.0,0.0,0.0,0.0,36,0.0,2.0,0.0,Bukayo_Saka_22,mid,2022-05-08,2.0,0.0916069597005844,0.0,0.0,0.0,0.0916069597005844,0.8503630757331848,0.758756160736084,Arsenal,1.0,h,2.7227,0.696785,2.7227,0.696785,2.0,1.0,3.0,2.0259150000000004,1.0,2.4,0.07423399999999991,0.020135799999999815,0.20000000000000018,-0.19999999999999996,-0.19999999999999996,0.5999999999999999,2.8904648,2.1650144,5,4,2.0,2.0
0.0,0.0,0.0,3.0,0.0,90.0,Tottenham,0.0,0.0,0.0,0.0,36,0.0,2.0,0.0,Bukayo_Saka_22,mid,2022-05-12,2.0,0.1194237470626831,0.0533901117742061,1.0,0.0,0.1194237470626831,0.185350239276886,0.012536384165287,Arsenal,3.0,a,0.387446,3.42522,0.387446,2.66405,0.0,3.0,0.0,-2.276604,3.0,2.4,-0.1925148000000001,0.47702999999999984,0.0,0.40000000000000013,0.40000000000000013,0.0,2.29795,3.0420444,4,2,4.0,5.0
0.0,0.0,0.0,2.0,0.0,90.0,Newcastle United,0.0,0.0,0.0,0.0,37,0.0,2.0,0.0,Bukayo_Saka_22,mid,2022-05-16,4.0,0.1814954429864883,0.054614569991827,1.0,0.0,0.1814954429864883,0.2681121826171875,0.0866167321801185,Arsenal,2.0,a,0.492454,1.68299,0.492454,1.68299,0.0,2.0,0.0,-1.190536,2.0,1.8,-0.27617119999999984,0.21783779999999986,-0.8000000000000003,0.0,0.0,-0.5999999999999999,1.2217788,3.2598822,2,2,2.0,2.0
1.0,0.0,0.0,1.0,0.0,77.0,Everton,0.0,0.0,0.0,0.0,38,0.0,5.0,0.0,Bukayo_Saka_22,mid,2022-05-22,3.0,0.2911391258239746,0.0887647196650505,2.0,0.0,0.2911391258239746,0.5111265182495117,0.194258913397789,Arsenal,1.0,h,4.35597,1.08601,3.5948,1.08601,5.0,1.0,3.0,2.5087900000000003,1.0,1.8,0.36284800000000006,-0.19128599999999985,0.40000000000000013,0.0,0.0,0.0,1.9846268000000005,3.0685962,4,3,2.0,2.0
0.0,0.0,1.0,0.0,0.0,81.0,Aston Villa,0.0,0.0,0.0,0.0,4,0.0,3.0,0.0,Callum_Hudson-Odoi_140,mid,2021-09-11,1.0,0.0470332838594913,0.0233833286911249,1.0,0.0,0.0470332838594913,0.0908741131424903,0.0204574987292289,Chelsea,0.0,h,1.22153,1.17349,1.22153,1.17349,3.0,0.0,3.0,0.04804,0.0,,,,,,,,,,,,,
0.0,0.0,0.0,1.0,0.0,64.0,Southampton,0.0,0.0,0.0,0.0,7,0.0,2.0,0.0,Callum_Hudson-Odoi_140,mid,2021-10-02,1.0,0.0961970761418342,0.0744254514575004,1.0,0.0,0.0961970761418342,0.6284300088882446,0.4578075110912323,Chelsea,1.0,h,3.79243,1.52634,3.79243,0.765173,3.0,1.0,3.0,3.027257,1.0,2.0,0.030222000000000193,0.17924819999999997,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,3.07374,2.036512,5,4,2.0,3.0
1.0,0.0,1.0,0.0,1.0,69.0,Norwich,0.0,0.0,0.0,0.0,9,0.0,11.0,0.0,Callum_Hudson-Odoi_140,mid,2021-10-23,1.0,0.3325222730636596,0.1244838908314704,1.0,1.0,0.3325222730636596,0.7863761186599731,0.3293699324131012,Chelsea,0.0,h,3.10509,0.267429,2.34393,0.267429,7.0,0.0,3.0,2.076501,0.0,2.4,0.37671200000000016,-0.18121219999999982,0.7999999999999998,0.0,0.0,0.0,4.3853756,1.5627138,5,5,1.0,1.0
0.0,0.0,1.0,0.0,0.0,87.0,Newcastle United,0.0,0.0,0.0,0.0,10,0.0,3.0,0.0,Callum_Hudson-Odoi_140,mid,2021-10-30,0.0,0.0,0.1096601635217666,3.0,0.0,0.0,0.6172992587089539,0.5076391100883484,Chelsea,0.0,a,2.16608,0.157616,1.40491,0.157616,3.0,0.0,3.0,1.247294,0.0,2.4,-0.08416399999999968,-0.10961080000000023,0.0,0.0,0.0,0.0,4.3012116,1.453103,5,5,1.0,2.0
0.0,0.0,0.0,1.0,0.0,84.0,Burnley,0.0,0.0,0.0,0.0,11,0.0,2.0,0.0,Callum_Hudson-Odoi_140,mid,2021-11-06,3.0,0.4529899060726166,1.4927273988723757,5.0,0.0,0.4529899060726166,1.4105693101882937,0.0,Chelsea,1.0,h,3.00585,0.674072,3.00585,0.674072,1.0,1.0,1.0,2.331778,1.0,2.6,0.5623296,-0.2036735999999999,0.20000000000000018,0.0,0.0,0.20000000000000018,5.0635411999999995,1.2494294,5,5,3.0,3.0
0.0,0.0,1.0,0.0,0.0,90.0,Leicester,0.0,0.0,0.0,0.0,12,0.0,3.0,0.0,Callum_Hudson-Odoi_140,mid,2021-11-20,2.0,0.1942871958017349,0.0779123604297638,1.0,0.0,0.1942871958017349,0.6870164275169373,0.4148168563842773,Chelsea,0.0,a,2.57178,0.499504,2.57178,0.499504,3.0,0.0,3.0,2.072276,0.0,2.6,-0.24413000000000018,-0.20536719999999997,0.0,-0.2,-0.2,0.0,5.0194111999999995,0.8440622,5,5,3.0,3.0
0.0,0.0,0.0,1.0,0.0,77.0,Manchester United,0.0,0.0,0.0,0.0,13,0.0,2.0,0.0,Callum_Hudson-Odoi_140,mid,2021-11-28,2.0,0.4217185080051422,0.2061391770839691,4.0,0.0,0.4217185080051422,0.6609297394752502,0.0330720618367195,Chelsea,1.0,h,2.34525,0.563367,1.58408,0.563367,1.0,1.0,1.0,1.020713,1.0,2.2,0.4193988000000002,-0.21166460000000004,0.0,0.2,0.2,-0.3999999999999999,5.23881,0.8323976,5,5,1.0,1.0
0.0,0.0,0.0,1.0,0.0,26.0,West Ham,0.0,0.0,0.0,0.0,15,0.0,1.0,0.0,Callum_Hudson-Odoi_140,mid,2021-12-04,0.0,0.0,0.1315239667892456,2.0,0.0,0.0,0.18606698513031,0.18606698513031,Chelsea,3.0,a,1.37049,2.0174,1.37049,1.25623,2.0,3.0,0.0,0.11426,3.0,1.6,-0.15911800000000031,0.3719568,-0.19999999999999996,0.6,0.6,-0.6000000000000001,2.6403887999999993,2.149044,5,4,3.0,2.0
0.0,0.0,0.0,1.0,0.0,16.0,Leeds,0.0,0.0,0.0,0.0,16,0.0,1.0,0.0,Callum_Hudson-Odoi_140,mid,2021-12-11,0.0,0.0,0.1138652935624122,1.0,0.0,0.0,0.1138652935624122,0.1138652935624122,Chelsea,2.0,h,2.74844,1.72934,1.2261,0.968172,3.0,2.0,3.0,0.2579279999999999,2.0,2.0,-0.051481999999999584,0.21105359999999984,0.40000000000000013,0.19999999999999996,0.19999999999999996,0.3999999999999999,2.7889068,2.5600975999999998,5,4,4.0,2.0
2.0,1.0,0.0,1.0,0.0,90.0,Aston Villa,0.0,0.0,0.0,0.0,19,0.0,9.0,0.0,Callum_Hudson-Odoi_140,mid,2021-12-26,3.0,0.6813462376594543,0.1228715032339096,1.0,0.0,0.6813462376594543,0.8042177557945251,0.1228715032339096,Chelsea,1.0,a,2.8285,0.474029,1.30616,0.474029,3.0,1.0,3.0,0.832131,1.0,1.6,0.3839851999999999,-0.10336960000000017,0.19999999999999996,0.0,0.0,0.0,2.5887543999999996,2.4339335999999996,4,4,3.0,3.0
0.0,0.0,1.0,0.0,0.0,66.0,Brighton,0.0,0.0,0.0,0.0,20,0.0,2.0,1.0,Callum_Hudson-Odoi_140,mid,2021-12-29,2.0,0.1112694442272186,0.0,0.0,0.0,0.1112694442272186,0.1112694442272186,0.0,Chelsea,1.0,h,0.763458,0.78663,0.763458,0.78663,1.0,1.0,1.0,-0.023172,1.0,1.8,-0.12140639999999969,-0.24615399999999987,-0.19999999999999996,-0.3999999999999999,-0.3999999999999999,0.19999999999999996,2.667348,1.7877796,4,4,2.0,4.0
0.0,0.0,0.0,0.0,0.0,11.0,Liverpool,0.0,0.0,0.0,0.0,21,0.0,1.0,0.0,Callum_Hudson-Odoi_140,mid,2022-01-02,0.0,0.0,0.0228017382323741,1.0,0.0,0.0,0.0228017382323741,0.0,Chelsea,2.0,h,1.389,1.78897,1.389,1.78897,2.0,2.0,1.0,-0.3999699999999999,2.0,1.4,-0.27188800000000013,0.011925999999999992,-0.20000000000000018,0.0,0.0,-0.40000000000000013,2.1954599999999997,1.7997056,4,4,5.0,4.0
0.0,0.0,0.0,1.0,0.0,21.0,Manchester City,0.0,0.0,0.0,0.0,22,0.0,1.0,0.0,Callum_Hudson-Odoi_140,mid,2022-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.1296616047620773,0.1296616047620773,Chelsea,1.0,a,0.613757,0.901703,0.613757,0.901703,0.0,1.0,0.0,-0.287946,1.0,1.2,-0.5177265999999996,0.05483499999999997,-0.19999999999999996,0.0,0.0,-0.19999999999999996,1.4777334,1.8545406,3,5,5.0,5.0
0.0,0.0,0.0,1.0,0.0,90.0,Brighton,0.0,0.0,0.0,0.0,22,0.0,2.0,0.0,Callum_Hudson-Odoi_140,mid,2022-01-18,2.0,0.149222269654274,0.0479785688221454,2.0,0.0,0.149222269654274,0.246630921959877,0.0627330020070076,Chelsea,1.0,a,0.572994,0.747557,0.572994,0.747557,1.0,1.0,1.0,-0.174563,1.0,1.2,-0.04419160000000022,0.08523720000000012,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,1.4335417999999998,2.1397778,3,4,4.0,4.0
1.0,0.0,1.0,0.0,0.0,86.0,Tottenham,0.0,0.0,0.0,0.0,23,0.0,6.0,0.0,Callum_Hudson-Odoi_140,mid,2022-01-23,1.0,0.2891392111778259,0.0912199318408966,2.0,0.0,0.2891392111778259,0.4345434606075287,0.0541843101382255,Chelsea,0.0,h,1.04212,0.328818,1.04212,0.328818,2.0,0.0,3.0,0.7133019999999999,0.0,1.2,-0.35727600000000004,-0.029042200000000018,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,0.0,1.0762657999999998,1.9107356000000002,3,5,5.0,5.0
0.0,0.0,0.0,4.0,1.0,84.0,West Ham,0.0,0.0,0.0,0.0,1,0.0,6.0,0.0,Callum_Wilson_296,fwd,2021-08-15,4.0,1.007414937019348,0.0,0.0,1.0,1.007414937019348,1.0226925611495972,0.0152776157483458,Newcastle United,4.0,h,1.67926,3.00939,1.67926,2.09241,2.0,4.0,0.0,-0.4131500000000001,4.0,,,,,,,,,,,,,
0.0,0.0,0.0,2.0,0.0,90.0,Aston Villa,0.0,0.0,0.0,0.0,2,0.0,1.0,1.0,Callum_Wilson_296,fwd,2021-08-21,3.0,0.3725858032703399,0.0292538795620203,1.0,0.0,0.3725858032703399,0.3720273673534393,0.0,Newcastle United,2.0,a,0.63163,1.18426,0.63163,0.423091,0.0,2.0,0.0,0.208539,2.0,,,,,,,,,,,,,
0.0,3.0,1.0,0.0,1.0,68.0,Southampton,0.0,0.0,0.0,0.0,3,0.0,9.0,0.0,Callum_Wilson_296,fwd,2021-08-28,3.0,0.5706751346588135,0.0,0.0,1.0,0.5706751346588135,0.540574848651886,0.0,Newcastle United,2.0,h,1.19077,3.46036,1.19077,2.69919,2.0,2.0,1.0,-1.50842,2.0,,,,,,,,,,,,,
0.0,2.0,0.0,3.0,1.0,76.0,Tottenham,0.0,0.0,0.0,0.0,8,0.0,8.0,0.0,Callum_Wilson_296,fwd,2021-10-17,1.0,0.4305696785449981,0.0370028242468833,2.0,1.0,0.4305696785449981,0.4675725102424621,0.0,Newcastle United,3.0,h,0.645658,1.55008,0.645658,1.55008,2.0,3.0,0.0,-0.904422,3.0,0.4,-0.10902240000000041,-0.38205599999999995,0.0,0.20000000000000018,0.20000000000000018,-0.19999999999999996,0.1665953999999994,3.7631682000000004,2,1,1.0,1.0
0.0,0.0,0.0,1.0,1.0,90.0,Crystal Palace,0.0,0.0,0.0,0.0,9,0.0,5.0,1.0,Callum_Wilson_296,fwd,2021-10-23,2.0,0.5857977867126465,0.0,0.0,1.0,0.5857977867126465,0.0448937006294727,0.0448937006294727,Newcastle United,1.0,a,0.721813,2.25588,0.721813,2.25588,1.0,1.0,1.0,-1.5340669999999998,1.0,0.6,0.019954200000000144,-0.10347600000000035,0.0,-0.6000000000000001,-0.6000000000000001,0.19999999999999996,0.7865495999999998,3.0596921999999998,2,2,2.0,2.0
0.0,0.0,0.0,3.0,0.0,90.0,Chelsea,0.0,0.0,0.0,0.0,10,0.0,2.0,0.0,Callum_Wilson_296,fwd,2021-10-30,1.0,0.0142231686040759,0.0,0.0,0.0,0.0142231686040759,0.0,0.0,Newcastle United,3.0,h,0.157616,2.16608,0.157616,1.40491,0.0,3.0,0.0,-1.247294,3.0,0.4,-0.2038127999999998,0.14722599999999986,-0.19999999999999996,0.3999999999999999,0.3999999999999999,-0.19999999999999996,-0.017263199999999923,3.6069182,1,2,5.0,5.0
0.0,0.0,0.0,1.0,0.0,90.0,Brighton,0.0,0.0,0.0,0.0,11,0.0,1.0,1.0,Callum_Wilson_296,fwd,2021-11-06,1.0,0.0257330406457185,0.0,0.0,0.0,0.0257330406457185,0.0,0.0,Newcastle United,1.0,a,0.227321,1.43123,0.227321,0.670063,1.0,1.0,1.0,-0.4427419999999999,1.0,0.4,-0.45921180000000017,0.10543380000000013,0.0,0.0,0.0,0.0,-0.476475,3.712352,1,2,2.0,3.0
0.0,0.0,0.0,3.0,0.0,90.0,Brentford,0.0,0.0,0.0,0.0,12,0.0,1.0,1.0,Callum_Wilson_296,fwd,2021-11-20,6.0,0.8138669729232788,0.068929523229599,1.0,0.0,0.8138669729232788,0.3432206809520721,0.070013977587223,Newcastle United,3.0,h,2.18388,1.23275,2.18388,1.23275,3.0,3.0,1.0,0.9511299999999998,3.0,0.6,0.2637326,0.014852000000000087,0.3999999999999999,0.20000000000000018,0.20000000000000018,0.19999999999999996,-0.012742400000000487,3.927204,2,2,2.0,2.0
0.0,0.0,0.0,2.0,0.0,90.0,Arsenal,0.0,0.0,0.0,0.0,13,0.0,2.0,0.0,Callum_Wilson_296,fwd,2021-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle United,2.0,a,0.185383,2.84493,0.185383,2.84493,0.0,2.0,0.0,-2.6595470000000003,2.0,0.6,-0.09205500000000011,0.2589699999999997,-0.3999999999999999,-0.20000000000000018,-0.20000000000000018,0.0,-0.3047974,3.9861739999999997,1,1,5.0,3.0
0.0,3.0,0.0,1.0,1.0,90.0,Norwich,0.0,0.0,0.0,0.0,14,0.0,9.0,0.0,Callum_Wilson_296,fwd,2021-11-30,2.0,0.8694583773612976,0.1808846443891525,3.0,0.0,0.1082895174622535,0.2891741693019867,0.0,Newcastle United,1.0,h,1.15636,1.51084,0.395187,1.51084,1.0,1.0,1.0,-1.115653,1.0,0.6,0.08690940000000003,-0.1490079999999998,0.0,0.0,0.0,0.0,-0.21788800000000008,3.837166,1,1,3.0,3.0
0.0,3.0,1.0,0.0,1.0,90.0,Burnley,0.0,0.0,0.0,0.0,15,0.0,9.0,0.0,Callum_Wilson_296,fwd,2021-12-04,3.0,0.3871923685073852,0.1270794719457626,1.0,1.0,0.3871923685073852,0.4407771527767181,0.2005876749753952,Newcastle United,0.0,h,1.70609,0.604599,1.70609,0.604599,1.0,0.0,3.0,1.1014910000000002,0.0,1.2,0.30969480000000016,-0.3122961999999998,0.19999999999999996,-0.6000000000000001,-0.6000000000000001,0.6,0.8918067999999999,2.9248697999999997,2,3,4.0,3.0
0.0,0.0,0.0,4.0,0.0,90.0,Leicester,0.0,0.0,0.0,0.0,16,0.0,2.0,0.0,Callum_Wilson_296,fwd,2021-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.1121992245316505,0.1121992245316505,Newcastle United,4.0,a,0.511934,2.05771,0.511934,1.29654,0.0,4.0,0.0,-0.784606,4.0,1.0,0.056922600000000045,0.12529599999999985,-0.19999999999999996,0.6000000000000001,0.6000000000000001,-0.19999999999999996,0.14872940000000012,3.6501658,1,1,5.0,2.0
0.0,0.0,0.0,1.0,0.0,11.0,Liverpool,0.0,0.0,0.0,0.0,17,0.0,1.0,0.0,Callum_Wilson_296,fwd,2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle United,3.0,a,0.2064,2.93912,0.2064,2.93912,1.0,3.0,0.0,-2.73272,3.0,0.8,-0.39549600000000007,0.3412740000000003,-0.4,0.0,0.0,-0.19999999999999996,-0.6467665999999999,3.9914398,1,2,5.0,5.0
0.0,0.0,0.0,4.0,0.0,90.0,Manchester City,0.0,0.0,0.0,0.0,18,0.0,2.0,0.0,Callum_Wilson_296,fwd,2021-12-19,1.0,0.0490763187408447,0.0,0.0,0.0,0.0490763187408447,0.0228140708059072,0.0228140708059072,Newcastle United,4.0,h,0.174208,3.64686,0.174208,3.64686,0.0,4.0,0.0,-3.472652,4.0,0.8,-0.002234999999999987,0.16038599999999992,0.0,0.3999999999999999,0.3999999999999999,0.0,-1.0490016,4.5518258,1,1,5.0,5.0
0.0,0.0,0.0,0.0,0.0,45.0,Manchester United,0.0,0.0,0.0,0.0,19,0.0,1.0,0.0,Callum_Wilson_296,fwd,2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.1438229382038116,0.1438229382038116,Newcastle United,1.0,h,1.26586,1.75587,1.26586,1.75587,1.0,1.0,1.0,-0.49001,1.0,0.8,0.02190000000000003,0.04900599999999988,0.0,0.0,0.0,0.0,-1.0271016,4.6008318,1,1,4.0,4.0
0.0,0.0,0.0,2.0,0.0,22.0,Manchester City,0.0,0.0,0.0,0.0,36,0.0,1.0,0.0,Callum_Wilson_296,fwd,2022-05-08,1.0,0.289886862039566,0.0,0.0,0.0,0.289886862039566,0.289886862039566,0.0,Newcastle United,5.0,a,0.995099,4.05613,0.995099,4.05613,0.0,5.0,0.0,-3.061031,5.0,1.8,-0.08873619999999982,0.7498525999999998,-0.19999999999999996,0.9999999999999999,0.9999999999999999,-0.5999999999999999,1.0593654000000003,3.0844025999999998,2,2,5.0,5.0
0.0,0.0,1.0,0.0,0.0,90.0,Arsenal,0.0,0.0,0.0,0.0,37,0.0,2.0,0.0,Callum_Wilson_296,fwd,2022-05-16,3.0,0.2555550932884216,0.0617150962352752,1.0,0.0,0.2555550932884216,0.3396876454353332,0.0224174503237009,Newcastle United,0.0,h,1.68299,0.492454,1.68299,0.492454,2.0,0.0,3.0,1.190536,0.0,1.8,-0.1719900000000001,-0.00972599999999968,0.0,-0.19999999999999996,-0.19999999999999996,0.0,1.0873754000000002,2.8746766,2,2,2.0,2.0
0.0,3.0,0.0,1.0,2.0,90.0,Burnley,0.0,0.0,0.0,0.0,38,0.0,13.0,0.0,Callum_Wilson_296,fwd,2022-05-22,4.0,1.3697582483291626,0.0253507960587739,1.0,1.0,0.6085894107818604,0.6339401602745056,0.0,Newcastle United,1.0,a,1.74291,1.49164,0.981739,1.49164,2.0,1.0,3.0,-0.509901,1.0,1.8,0.19501100000000005,0.2117703999999998,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,1.2823864,3.286447,3,3,2.0,3.0
0.0,0.0,0.0,2.0,0.0,90.0,Brighton,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,Charlie_Taylor_113,def,2021-08-14,0.0,0.0,0.00835782289505,1.0,0.0,0.0,0.0435863509774208,0.0435863509774208,Burnley,2.0,h,1.79548,1.6853,1.79548,1.6853,1.0,2.0,0.0,0.1101799999999999,2.0,,,,,,,,,,,,,
0.0,0.0,0.0,2.0,0.0,90.0,Liverpool,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,Charlie_Taylor_113,def,2021-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.386956125497818,0.386956125497818,Burnley,2.0,a,0.690464,2.63945,0.690464,2.63945,0.0,2.0,0.0,-1.948986,2.0,,,,,,,,,,,,,
0.0,0.0,0.0,1.0,0.0,90.0,Leeds,0.0,0.0,0.0,0.0,3,0.0,2.0,0.0,Charlie_Taylor_113,def,2021-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,1.0,h,1.71102,1.52078,1.71102,1.52078,1.0,1.0,1.0,0.1902399999999999,1.0,,,,,,,,,,,,,
0.0,0.0,0.0,3.0,0.0,90.0,Everton,0.0,0.0,0.0,0.0,4,0.0,1.0,0.0,Charlie_Taylor_113,def,2021-09-13,0.0,0.0,0.0683512389659881,3.0,0.0,0.0,0.2039572894573211,0.135606050491333,Burnley,3.0,a,1.82061,1.80386,1.82061,1.80386,1.0,3.0,0.0,0.01675,3.0,,,,,,,,,,,,,
0.0,0.0,0.0,1.0,0.0,90.0,Arsenal,0.0,0.0,0.0,0.0,5,0.0,2.0,0.0,Charlie_Taylor_113,def,2021-09-18,0.0,0.0,0.0241779796779155,1.0,0.0,0.0,0.0241779796779155,0.0241779796779155,Burnley,1.0,h,0.775574,1.09928,0.775574,1.09928,0.0,1.0,0.0,-0.323706,1.0,0.2,,,,,,,0.15862960000000004,3.549734,2,2,1.0,1.0
0.0,0.0,0.0,2.0,0.0,90.0,Leicester,0.0,0.0,0.0,0.0,6,0.0,1.0,0.0,Charlie_Taylor_113,def,2021-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,2.0,a,0.428866,2.16233,0.428866,2.16233,2.0,2.0,1.0,-1.733464,2.0,0.4,-0.27332279999999987,0.09540599999999988,0.20000000000000007,0.0,0.0,0.2,0.08530680000000013,3.64514,1,2,2.0,2.0
0.0,3.0,1.0,0.0,0.0,90.0,Norwich,0.0,0.0,0.0,0.0,7,0.0,9.0,0.0,Charlie_Taylor_113,def,2021-10-02,0.0,0.0,0.2129919528961181,3.0,0.0,0.0,0.3388286232948303,0.2016047537326812,Burnley,0.0,h,0.584725,0.673617,0.584725,0.673617,0.0,0.0,1.0,-0.0888919999999999,0.0,0.6,-0.02114780000000005,-0.39316660000000003,0.0,-0.40000000000000013,-0.40000000000000013,0.19999999999999996,0.4641590000000002,2.8519734,1,2,1.0,1.0
0.0,0.0,0.0,2.0,0.0,90.0,Southampton,0.0,0.0,0.0,0.0,9,0.0,1.0,0.0,Charlie_Taylor_113,def,2021-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0370366461575031,0.0370366461575031,Burnley,2.0,a,0.673195,1.42567,0.673195,1.42567,2.0,2.0,1.0,-0.752475,2.0,0.6,-0.2294830000000001,-0.07563799999999987,0.20000000000000007,-0.20000000000000018,-0.20000000000000018,0.19999999999999996,0.10791000000000017,2.9036033999999997,1,3,3.0,3.0
1.0,1.0,0.0,1.0,0.0,90.0,Brentford,0.0,0.0,0.0,0.0,10,0.0,6.0,0.0,Charlie_Taylor_113,def,2021-10-30,1.0,0.0422570556402206,0.522027313709259,1.0,0.0,0.0422570556402206,0.522027313709259,0.522027313709259,Burnley,1.0,h,2.72901,0.834312,2.72901,0.834312,3.0,1.0,3.0,1.894698,1.0,1.2,0.3906871999999999,-0.052993599999999974,0.5999999999999999,0.0,0.0,0.6,1.0985972,2.8506098,3,3,2.0,2.0
0.0,0.0,0.0,1.0,0.0,90.0,Chelsea,0.0,0.0,0.0,0.0,11,0.0,2.0,0.0,Charlie_Taylor_113,def,2021-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.5020049214363098,0.5020049214363098,Burnley,1.0,a,0.674072,3.00585,0.674072,3.00585,1.0,1.0,1.0,-2.331778,1.0,1.2,0.04904120000000001,0.16870399999999997,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,0.0,1.1476384000000002,2.8193137999999998,3,3,5.0,5.0
0.0,0.0,0.0,3.0,0.0,90.0,Crystal Palace,0.0,0.0,0.0,0.0,12,0.0,1.0,0.0,Charlie_Taylor_113,def,2021-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0218907985836267,0.0218907985836267,Burnley,3.0,h,1.04224,1.74839,1.04224,1.74839,3.0,3.0,1.0,-0.70615,3.0,1.2,0.09150300000000011,0.21495459999999977,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,1.2391414,3.6342684,3,2,4.0,4.0
0.0,3.0,1.0,0.0,0.0,90.0,Wolverhampton Wanderers,0.0,0.0,0.0,0.0,14,0.0,9.0,0.0,Charlie_Taylor_113,def,2021-12-01,1.0,0.0095295077189803,0.0,0.0,0.0,0.0095295077189803,0.0095295077189803,0.0,Burnley,0.0,a,0.195537,0.711691,0.195537,0.711691,0.0,0.0,1.0,-0.516154,0.0,1.4,-0.1763306,-0.28908579999999984,0.0,-0.40000000000000013,-0.40000000000000013,0.19999999999999996,1.4628108000000002,2.9451826,4,2,2.0,5.0
0.0,0.0,0.0,1.0,0.0,90.0,Newcastle United,0.0,0.0,0.0,0.0,15,0.0,2.0,0.0,Charlie_Taylor_113,def,2021-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.1980196833610534,0.1980196833610534,Burnley,1.0,a,0.604599,1.70609,0.604599,1.70609,0.0,1.0,0.0,-1.1014910000000002,1.0,1.2,-0.013719200000000153,0.05608400000000002,-0.40000000000000013,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,1.2490916,2.8012666,4,3,2.0,3.0
