,baseline_posn,lr_posn,lr_pca_posn,lr_full,lr_pca_full,ridge_posn,ridge_pca_posn,ridge_full,ridge_pca_full,dt_posn,dt_posn_pca,dt_full,dt_full_pca,rf_posn,rf_posn_pca,rf_full,rf_full_pca
mae,2.537233698534453,2.6141758078994264,2.44522396757849,2.323224415481262,2.4628484491677387,2.4398758904903235,2.472145600680744,2.368728741981663,2.4751685426824253,2.056701030927835,2.0927835051546393,2.0618556701030926,2.1237113402061856,2.5173253479106834,2.5174238520399634,2.557245621420521,2.505940266721657
r2,0.0,-0.0777978704862039,0.0607479848402714,0.1116484558905044,0.0962801125170162,0.0588551914589082,0.0582723339912072,0.1098960336287863,0.0935361105717385,-0.18550430158661535,-0.1599239116337383,-0.14398858674506076,-0.13811767757554794,-0.03452789182036908,-0.00715272747527762,0.06627519758548894,0.045785592739747916
