,baseline_posn,lr_posn,lr_pca_posn,lr_full,lr_pca_full,ridge_posn,ridge_pca_posn,ridge_full,ridge_pca_full,dt_posn,dt_posn_pca,dt_full,dt_full_pca,rf_posn,rf_posn_pca,rf_full,rf_full_pca
mae,2.5972689655172414,2.397588564259373,2.3663946744300484,2.409082244054028,2.3757895202300414,2.3631039233598177,2.4017906378625016,2.3844836855427984,2.381736313899374,2.256,2.164,2.136,2.132,2.5162337308416074,2.4135520728443365,2.444421363354525,2.4305590584268364
r2,0.0,0.010738634229117,0.0765703749101334,0.0741568082141137,0.0925200548879567,0.0891647462229585,0.0839706277232593,0.0964949514981757,0.0917657122786028,-0.07563571230891686,-0.08423048428102176,-0.05543799817447059,-0.06790041753402254,0.03668814959796063,0.06767734754449817,0.06343615675074687,0.0596951378411702
